CHEMBL156896	6.22	1	c1c[nH]c2nc(CN3CCc4ccccc4C3)cc-2c1
CHEMBL156732	6.7	1	c1ccc(CCC2CCN(Cc3cc4ccc[nH]c-4n3)CC2)cc1
CHEMBL347291	6.05	1	COc1ccc(N2CCN(CCc3c[nH]c4ncccc34)CC2)cc1
CHEMBL2112913	6.55	1	C(=Cc1ccccc1)C1=CCN(CCc2c[nH]c3ncccc23)CC1
CHEMBL347155	6.1	1	Clc1ccc(N2CCN(CCc3cc4ccc[nH]c-4n3)CC2)cc1
CHEMBL154286	6.19	1	c1ccc2c(c1)CCN(Cc1c[nH]c3ncccc13)C2
CHEMBL2112912	7.68	1	C1=C(c2ccccc2)CCN(CCc2c[nH]c3ncccc23)C1
CHEMBL313620	8.06	1	COc1ccccc1N1CCN(CCCOc2ccc(-c3nc4ccccc4[nH]3)cc2)CC1
CHEMBL312877	6.53	1	COc1ccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5[nH]4)cc3)CC2)cc1
CHEMBL87260	6.06	1	Clc1ccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5[nH]4)cc3)CC2)cc1
CHEMBL87478	8.1	1	CCCSc1ccccc1N1CCN(CCCOc2ccc(-c3nc4ccccc4[nH]3)cc2)CC1
CHEMBL85441	6.39	1	c1ccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5[nH]4)cc3)CC2)cc1
CHEMBL85972	6.57	1	c1cnc(N2CCN(CCCOc3ccc(-c4nc5ccccc5[nH]4)cc3)CC2)nc1
CHEMBL314983	7.16	1	c1ccc(N2CCN(CCCOc3ccc(-c4nc5ccccc5[nH]4)cc3)CC2)nc1
CHEMBL88058	6.9	1	Clc1ccccc1N1CCN(CCCOc2ccc(-c3nc4ccccc4[nH]3)cc2)CC1
CHEMBL70267	6.62	1	C1=C(c2nc3ccccc3o2)CCN(Cc2ccccc2)C1
CHEMBL305481	6.17	1	Clc1ccc(CN2CC=C(c3nc4ccccc4[nH]3)CC2)cc1
CHEMBL71216	6.48	1	Clc1ccc(CN2CC=C(c3nc4cc(Cl)ccc4[nH]3)CC2)cc1
CHEMBL307869	6.47	1	Clc1cccc(CN2CC=C(c3nc4ccccc4s3)CC2)c1
CHEMBL71324	6.23	1	Clc1ccc2[nH]c(C3=CCN(Cc4ccccc4)CC3)nc2c1
CHEMBL69355	6.22	1	C1=C(c2nc3ccccc3s2)CCN(Cc2ccccc2)C1
CHEMBL80711	6.55	1	COc1ccccc1N1CCN(CCCNC2=Nc3ccccc3OC2)CC1
CHEMBL541826	7.03	1	c1ccc(N2CCN(CCCCCNC3=Nc4ccccc4OC3)CC2)cc1
CHEMBL80627	6.26	1	c1ccc(N2CCN(CCCCCNC3=Nc4ccccc4OC3)CC2)nc1
CHEMBL71275	6.94	1	CCCNC1CCc2c(cccc2OC)C1
CHEMBL433121	7.23	1	CCCN(Cc1ccc([N+](=O)[O-])cc1)C1CCc2c(cccc2OC)C1
CHEMBL69706	6.82	1	CCCN(Cc1cccs1)C1CCc2c(cccc2OC)C1
