epochs hidden_layers neurons learning_rate batch_size dropout
20480 2 2048 1e-06 128 0.25
1280 5 512 0.001 512 0.25
40 2 4096 0.0001 512 0.25
20480 6 32 3.162277660168379e-06 32 0.25
160 1 4096 1e-06 4 0.25
40 6 64 1e-07 8 0.25
640 4 64 1e-07 8 0.25
5120 5 2048 1e-07 4 0.25
2560 2 4096 0.001 512 0.25
20480 6 512 1e-06 16 0.25
160 6 32 0.001 32 0.25
2560 4 256 0.0001 16 0.25
40960 5 128 1e-05 8 0.25
5120 5 256 1e-05 4 0.25
5120 4 64 0.0001 16 0.25
20480 4 4096 0.0001 8 0.25
1280 5 256 0.001 512 0.25
10240 6 4096 1e-06 128 0.25
40960 6 128 0.0001 512 0.25
160 3 128 1e-07 128 0.25
10240 5 32 3.1622776601683795e-05 8 0.25
1280 5 4096 0.001 4 0.25
20480 5 2048 3.162277660168379e-06 128 0.25
40960 6 2048 1e-07 16 0.25
40960 2 32 1e-06 128 0.25
40960 1 2048 0.001 512 0.25
5120 6 256 3.162277660168379e-06 128 0.25
1280 5 2048 3.1622776601683795e-05 128 0.25
163840 6 512 1e-05 8 0.25
640 4 64 3.162277660168379e-06 8 0.25
5120 3 1024 0.0001 512 0.25
640 5 32 0.001 32 0.25
20480 3 1024 0.001 512 0.25
1280 4 256 0.0001 128 0.25
40 6 512 1e-06 128 0.25
1280 4 2048 3.1622776601683795e-05 128 0.25
5120 4 32 1e-06 32 0.25
40960 3 64 3.1622776601683795e-05 32 0.25
1280 4 64 3.1622776601683795e-05 8 0.25
20480 6 64 3.1622776601683795e-05 4 0.25
640 2 512 1e-05 128 0.25
160 4 2048 3.1622776601683795e-05 16 0.25
20480 3 64 3.162277660168379e-06 16 0.25
40960 3 256 0.001 128 0.25
163840 4 512 3.1622776601683795e-05 512 0.25
40960 4 1024 1e-07 16 0.25
40 2 1024 3.1622776601683795e-05 4 0.25
163840 1 64 1e-07 16 0.25
40 1 1024 0.001 8 0.25
40960 1 4096 3.1622776601683795e-05 16 0.25
40960 5 1024 0.001 32 0.25
1280 1 1024 1e-06 8 0.25
640 4 32 1e-07 32 0.25
5120 3 256 1e-06 8 0.25
40960 4 64 1e-07 4 0.25
640 1 512 3.1622776601683795e-05 128 0.25
2560 4 64 1e-06 32 0.25
20480 3 128 0.0001 4 0.25
160 2 64 1e-06 8 0.25
640 1 2048 0.001 512 0.25
160 6 1024 1e-05 8 0.25
5120 6 512 1e-05 32 0.25
40960 4 1024 3.1622776601683795e-05 8 0.25
40960 3 32 1e-05 128 0.25
2560 1 512 1e-06 16 0.25
2560 6 1024 1e-07 8 0.25
20480 4 128 3.162277660168379e-06 4 0.25
640 5 128 0.001 8 0.25
640 3 32 3.162277660168379e-06 4 0.25
1280 1 512 0.001 16 0.25
40960 2 4096 1e-05 512 0.25
5120 3 512 1e-06 512 0.25
640 4 512 0.001 32 0.25
2560 5 512 1e-06 4 0.25
640 1 64 1e-05 32 0.25
640 4 32 1e-06 32 0.25
40 4 1024 1e-06 32 0.25
2560 4 128 0.0001 512 0.25
40960 4 512 1e-07 128 0.25
2560 3 128 1e-05 32 0.25
163840 4 128 3.162277660168379e-06 128 0.25
5120 6 512 1e-06 4 0.25
163840 4 512 1e-06 512 0.25
163840 2 64 0.0001 8 0.25
10240 5 2048 1e-05 32 0.25
10240 5 256 0.0001 32 0.25
1280 5 256 3.162277660168379e-06 8 0.25
40960 5 32 1e-06 512 0.25
20480 6 4096 3.162277660168379e-06 32 0.25
10240 6 64 1e-06 8 0.25
2560 2 64 1e-07 128 0.25
640 3 512 1e-07 32 0.25
160 6 128 1e-05 32 0.25
163840 3 4096 3.162277660168379e-06 8 0.25
10240 3 128 1e-06 32 0.25
640 3 1024 3.1622776601683795e-05 32 0.25
160 2 512 0.0001 8 0.25
40 4 64 0.001 16 0.25
1280 5 512 1e-06 16 0.25
20480 5 256 1e-07 512 0.25
10240 6 1024 3.1622776601683795e-05 16 0.25
20480 5 64 1e-06 512 0.25
160 1 128 0.0001 8 0.25
160 3 64 1e-05 32 0.25
160 5 4096 3.162277660168379e-06 8 0.25
40 3 4096 0.0001 4 0.25
10240 4 2048 0.001 512 0.25
40960 2 128 0.001 8 0.25
40960 5 4096 3.162277660168379e-06 16 0.25
10240 6 2048 3.1622776601683795e-05 512 0.25
1280 6 256 1e-06 4 0.25
160 1 1024 0.0001 128 0.25
10240 2 4096 1e-06 8 0.25
640 5 128 3.162277660168379e-06 16 0.25
20480 1 4096 0.0001 16 0.25
5120 5 4096 1e-05 128 0.25
40 1 32 1e-05 512 0.25
160 2 256 0.001 32 0.25
