epochs hidden_layers neurons learning_rate batch_size dropout
163840 2 8192 3.162277660168379e-06 512 0.25
5120 5 8192 0.001 4 0.2
640 1 8192 1e-05 256 0.2
5120 2 8192 1e-07 8 0.0
1280 4 8192 1e-07 1024 0.1
40 2 8192 1e-05 256 0.1
40 2 8192 0.001 512 0.2
163840 1 8192 1e-07 512 0.1
163840 5 8192 3.162277660168379e-06 16 0.1
10240 1 8192 3.1622776601683795e-05 512 0.25
2560 3 8192 0.0001 4 0.2
5120 3 8192 3.1622776601683795e-05 8 0.25
10240 5 8192 3.1622776601683795e-05 256 0.0
10240 4 8192 3.162277660168379e-06 1024 0.2
163840 4 8192 0.001 8 0.25
5120 4 8192 0.001 1024 0.25
640 5 8192 1e-07 1024 0.2
10240 3 8192 3.162277660168379e-06 16 0.2
40 5 8192 0.0001 16 0.2
163840 5 8192 1e-07 512 0.1
163840 4 8192 0.0001 4 0.25
5120 3 8192 0.0001 4 0.1
20480 1 8192 1e-05 4 0.25
163840 2 8192 1e-07 8 0.0
2560 3 8192 1e-05 4 0.0
20480 4 8192 1e-05 512 0.25
5120 5 8192 0.0001 8 0.2
163840 5 8192 3.1622776601683795e-05 8 0.2
2560 2 8192 1e-05 8 0.2
10240 3 8192 0.001 1024 0.1
1280 5 8192 1e-07 256 0.25
1280 4 8192 3.1622776601683795e-05 256 0.1
5120 1 8192 0.001 512 0.1
5120 4 8192 3.1622776601683795e-05 256 0.2
5120 5 8192 0.001 256 0.0
163840 2 8192 3.1622776601683795e-05 4 0.2
640 5 8192 3.1622776601683795e-05 256 0.25
640 5 8192 3.162277660168379e-06 256 0.0
20480 2 8192 0.0001 4 0.2
640 5 8192 3.1622776601683795e-05 512 0.25
640 4 8192 0.0001 16 0.25
1280 2 8192 1e-05 16 0.0
1280 4 8192 0.0001 8 0.2
163840 4 8192 0.0001 512 0.1
163840 1 8192 3.1622776601683795e-05 1024 0.25
163840 1 8192 1e-05 1024 0.0
20480 2 8192 0.001 512 0.0
10240 2 8192 1e-07 8 0.0
1280 4 8192 1e-07 4 0.1
163840 2 8192 1e-07 4 0.25
5120 3 8192 0.0001 4 0.0
10240 4 8192 3.1622776601683795e-05 4 0.1
640 2 8192 1e-05 256 0.0
40 4 8192 0.001 16 0.25
163840 2 8192 3.162277660168379e-06 4 0.25
163840 4 8192 3.162277660168379e-06 4 0.0
10240 4 8192 1e-05 4 0.0
5120 5 8192 0.0001 256 0.1
163840 2 8192 3.1622776601683795e-05 8 0.2
1280 3 8192 1e-07 512 0.25
1280 3 8192 0.001 4 0.1
640 2 8192 3.162277660168379e-06 8 0.2
40 2 8192 0.001 1024 0.25
163840 2 8192 0.001 1024 0.2
10240 5 8192 3.1622776601683795e-05 256 0.2
40 4 8192 0.001 512 0.25
163840 2 8192 1e-07 16 0.0
2560 5 8192 0.0001 4 0.0
640 3 8192 0.0001 1024 0.1
163840 1 8192 3.162277660168379e-06 256 0.2
1280 1 8192 1e-05 512 0.2
163840 2 8192 1e-05 16 0.0
1280 1 8192 3.1622776601683795e-05 4 0.0
20480 3 8192 1e-07 8 0.25
2560 3 8192 0.0001 8 0.1
2560 3 8192 3.1622776601683795e-05 512 0.2
20480 4 8192 0.001 1024 0.0
2560 5 8192 0.0001 512 0.1
163840 1 8192 1e-05 4 0.1
2560 4 8192 1e-05 256 0.0
163840 2 8192 3.1622776601683795e-05 4 0.25
10240 2 8192 3.1622776601683795e-05 16 0.0
20480 4 8192 1e-05 1024 0.1
40 4 8192 0.0001 4 0.0
5120 3 8192 1e-05 256 0.25
1280 2 8192 3.1622776601683795e-05 16 0.2
20480 5 8192 0.0001 1024 0.1
5120 2 8192 1e-07 8 0.25
5120 2 8192 0.001 8 0.1
640 2 8192 0.001 512 0.2
163840 4 8192 3.1622776601683795e-05 512 0.25
163840 4 8192 0.001 256 0.0
2560 3 8192 3.162277660168379e-06 4 0.0
1280 4 8192 1e-05 1024 0.2
5120 2 8192 3.162277660168379e-06 8 0.0
640 2 8192 1e-07 512 0.2
1280 5 8192 1e-07 256 0.1
163840 3 8192 3.1622776601683795e-05 256 0.1
1280 3 8192 3.162277660168379e-06 512 0.2
1280 3 8192 3.162277660168379e-06 256 0.1
1280 3 8192 0.001 512 0.25
163840 2 8192 3.162277660168379e-06 512 0.1
163840 2 8192 1e-05 4 0.25
640 3 8192 3.1622776601683795e-05 512 0.0
163840 2 8192 1e-05 512 0.25
40 5 8192 1e-05 512 0.1
640 2 8192 1e-07 16 0.1
640 2 8192 1e-05 8 0.25
2560 3 8192 3.1622776601683795e-05 8 0.25
5120 3 8192 3.162277660168379e-06 4 0.2
40 2 8192 1e-05 8 0.0
5120 3 8192 1e-05 512 0.2
10240 5 8192 0.001 256 0.2
10240 4 8192 3.162277660168379e-06 4 0.1
20480 1 8192 0.001 1024 0.0
20480 2 8192 3.162277660168379e-06 8 0.2
20480 5 8192 1e-05 16 0.2
1280 4 8192 1e-07 1024 0.2
10240 5 8192 3.1622776601683795e-05 512 0.0
40 1 8192 3.1622776601683795e-05 1024 0.1
640 4 8192 3.1622776601683795e-05 8 0.2
640 2 8192 3.162277660168379e-06 512 0.2
5120 2 8192 3.1622776601683795e-05 16 0.1
40 2 8192 3.162277660168379e-06 8 0.0
40 3 8192 3.1622776601683795e-05 8 0.0
1280 5 8192 1e-05 256 0.0
640 2 8192 1e-07 8 0.2
40 3 8192 3.162277660168379e-06 512 0.1
640 2 8192 0.0001 8 0.25
2560 3 8192 0.001 512 0.1
163840 4 8192 3.162277660168379e-06 16 0.1
10240 3 8192 1e-07 256 0.25
40 2 8192 3.162277660168379e-06 512 0.1
163840 5 8192 3.1622776601683795e-05 1024 0.2
640 3 8192 1e-05 256 0.25
40 2 8192 0.0001 512 0.0
640 5 8192 0.0001 512 0.2
163840 1 8192 0.001 1024 0.1
20480 4 8192 0.0001 16 0.25
5120 2 8192 3.1622776601683795e-05 8 0.25
2560 1 8192 3.1622776601683795e-05 256 0.25
163840 3 8192 0.001 1024 0.25
40 4 8192 3.162277660168379e-06 1024 0.2
163840 1 8192 3.1622776601683795e-05 1024 0.1
163840 2 8192 3.1622776601683795e-05 8 0.25
1280 5 8192 3.1622776601683795e-05 8 0.25
5120 3 8192 3.1622776601683795e-05 512 0.2
5120 5 8192 1e-07 1024 0.2
5120 5 8192 0.0001 512 0.0
20480 3 8192 0.001 1024 0.1
640 1 8192 0.001 8 0.0
640 5 8192 1e-07 1024 0.25
40 3 8192 0.0001 1024 0.2
1280 3 8192 1e-07 512 0.2
163840 1 8192 0.001 8 0.25
640 2 8192 0.0001 512 0.2
40 4 8192 1e-05 256 0.25
1280 5 8192 0.001 8 0.1
20480 1 8192 0.0001 512 0.25
163840 4 8192 3.162277660168379e-06 256 0.2
10240 1 8192 1e-05 256 0.25
10240 2 8192 1e-05 4 0.25
10240 1 8192 3.162277660168379e-06 8 0.25
10240 1 8192 0.0001 16 0.25
40 3 8192 0.0001 4 0.1
640 3 8192 3.162277660168379e-06 512 0.1
10240 4 8192 3.1622776601683795e-05 8 0.1
40 5 8192 0.001 8 0.25
163840 5 8192 3.162277660168379e-06 8 0.25
640 5 8192 0.0001 16 0.1
5120 1 8192 1e-07 256 0.0
5120 4 8192 0.001 256 0.0
40 2 8192 3.162277660168379e-06 512 0.0
163840 2 8192 3.162277660168379e-06 1024 0.0
1280 5 8192 0.0001 512 0.0
1280 2 8192 1e-05 16 0.25
40 1 8192 0.001 8 0.2
640 5 8192 1e-07 8 0.1
2560 1 8192 1e-05 8 0.0
1280 3 8192 3.1622776601683795e-05 4 0.25
5120 4 8192 1e-07 1024 0.25
5120 2 8192 1e-05 256 0.25
10240 2 8192 3.162277660168379e-06 512 0.2
20480 2 8192 0.0001 16 0.1
5120 1 8192 0.001 512 0.25
163840 4 8192 3.162277660168379e-06 256 0.25
10240 4 8192 0.0001 512 0.0
640 1 8192 1e-07 4 0.2
1280 2 8192 3.1622776601683795e-05 4 0.25
40 5 8192 3.1622776601683795e-05 1024 0.1
20480 2 8192 0.001 16 0.2
5120 3 8192 0.001 16 0.0
5120 1 8192 0.0001 512 0.2
1280 1 8192 3.1622776601683795e-05 4 0.25
163840 2 8192 1e-07 4 0.0
10240 3 8192 0.0001 1024 0.25
640 5 8192 1e-05 1024 0.25
640 5 8192 3.162277660168379e-06 1024 0.0
163840 5 8192 3.162277660168379e-06 256 0.2
5120 1 8192 0.0001 8 0.2
5120 2 8192 1e-07 512 0.1
20480 2 8192 1e-07 512 0.25
163840 1 8192 3.1622776601683795e-05 4 0.0
1280 1 8192 1e-07 256 0.2
5120 3 8192 1e-05 16 0.25
640 1 8192 0.0001 16 0.1
20480 5 8192 1e-07 256 0.1
1280 2 8192 3.162277660168379e-06 512 0.0
5120 5 8192 0.001 8 0.1
1280 5 8192 0.001 4 0.2
20480 2 8192 1e-05 256 0.25
20480 1 8192 3.1622776601683795e-05 512 0.0
640 1 8192 0.001 4 0.2
5120 2 8192 3.1622776601683795e-05 8 0.1
20480 2 8192 3.1622776601683795e-05 512 0.0
40 4 8192 3.1622776601683795e-05 1024 0.0
40 5 8192 1e-07 16 0.25
20480 3 8192 3.162277660168379e-06 512 0.2
640 3 8192 1e-07 4 0.25
5120 5 8192 3.162277660168379e-06 256 0.1
2560 3 8192 0.001 16 0.1
2560 5 8192 3.1622776601683795e-05 16 0.2
1280 5 8192 1e-07 1024 0.0
163840 1 8192 0.0001 1024 0.25
640 3 8192 1e-05 16 0.0
20480 3 8192 3.1622776601683795e-05 512 0.0
20480 5 8192 0.001 512 0.2
2560 5 8192 3.1622776601683795e-05 16 0.1
2560 4 8192 1e-05 16 0.2
1280 4 8192 1e-05 16 0.0
20480 5 8192 3.1622776601683795e-05 256 0.1
5120 5 8192 3.1622776601683795e-05 4 0.1
40 5 8192 0.001 16 0.2
5120 2 8192 1e-07 16 0.0
20480 1 8192 1e-05 512 0.2
10240 1 8192 1e-05 1024 0.1
10240 3 8192 3.162277660168379e-06 512 0.25
640 3 8192 0.0001 4 0.25
20480 1 8192 3.1622776601683795e-05 1024 0.0
20480 4 8192 0.0001 4 0.0
40 4 8192 0.0001 4 0.2
640 2 8192 1e-07 4 0.2
5120 1 8192 1e-07 512 0.25
40 1 8192 3.1622776601683795e-05 16 0.0
10240 5 8192 0.001 16 0.1
163840 3 8192 3.162277660168379e-06 8 0.2
40 5 8192 1e-05 512 0.0
40 3 8192 0.0001 8 0.1
2560 5 8192 1e-05 8 0.1
5120 1 8192 3.1622776601683795e-05 4 0.1
20480 5 8192 3.162277660168379e-06 1024 0.2
1280 1 8192 3.162277660168379e-06 4 0.0
10240 1 8192 3.162277660168379e-06 256 0.2
10240 3 8192 3.1622776601683795e-05 16 0.25
5120 1 8192 1e-07 256 0.1
2560 4 8192 0.001 1024 0.0
10240 1 8192 3.162277660168379e-06 256 0.25
1280 1 8192 0.0001 1024 0.0
2560 4 8192 1e-05 512 0.25
5120 1 8192 0.0001 4 0.2
40 2 8192 0.0001 4 0.2
1280 1 8192 1e-05 16 0.2
640 2 8192 0.001 16 0.1
40 3 8192 3.162277660168379e-06 1024 0.0
10240 1 8192 1e-07 4 0.1
40 5 8192 0.001 256 0.25
10240 2 8192 3.162277660168379e-06 1024 0.0
640 3 8192 1e-07 256 0.25
1280 3 8192 3.1622776601683795e-05 8 0.1
40 1 8192 1e-07 16 0.25
2560 5 8192 3.162277660168379e-06 8 0.0
2560 2 8192 3.1622776601683795e-05 4 0.2
5120 4 8192 3.1622776601683795e-05 1024 0.0
163840 4 8192 3.1622776601683795e-05 1024 0.0
10240 4 8192 0.001 8 0.1
10240 1 8192 1e-07 256 0.2
40 1 8192 1e-07 16 0.2
10240 2 8192 1e-07 512 0.2
2560 1 8192 0.0001 8 0.25
10240 3 8192 1e-07 1024 0.2
163840 5 8192 1e-07 8 0.2
1280 3 8192 0.0001 1024 0.25
20480 1 8192 1e-07 8 0.2
20480 4 8192 1e-07 256 0.2
5120 1 8192 3.1622776601683795e-05 256 0.2
40 5 8192 1e-05 4 0.1
2560 5 8192 0.0001 4 0.25
2560 1 8192 1e-07 256 0.1
40 4 8192 1e-07 8 0.2
10240 5 8192 3.162277660168379e-06 512 0.2
163840 4 8192 1e-07 8 0.25
640 1 8192 0.001 512 0.2
2560 2 8192 3.162277660168379e-06 16 0.25
5120 4 8192 1e-05 256 0.1
5120 4 8192 1e-05 1024 0.0
640 1 8192 0.0001 512 0.0
5120 5 8192 1e-05 1024 0.25
2560 4 8192 3.1622776601683795e-05 256 0.1
640 5 8192 3.1622776601683795e-05 16 0.2
10240 4 8192 0.001 1024 0.2
2560 3 8192 1e-07 1024 0.25
5120 5 8192 3.1622776601683795e-05 8 0.1
20480 4 8192 3.1622776601683795e-05 16 0.0
2560 5 8192 0.0001 8 0.2
640 4 8192 0.0001 16 0.2
2560 1 8192 0.0001 16 0.1
163840 5 8192 0.001 8 0.2
10240 1 8192 0.001 512 0.25
20480 3 8192 1e-07 4 0.1
5120 5 8192 1e-07 4 0.0
163840 1 8192 1e-07 16 0.2
2560 3 8192 0.0001 512 0.0
20480 1 8192 3.162277660168379e-06 512 0.2
10240 1 8192 1e-07 512 0.25
1280 5 8192 0.001 256 0.1
5120 2 8192 0.001 4 0.0
640 1 8192 1e-07 512 0.1
5120 2 8192 0.001 1024 0.1
640 2 8192 0.001 512 0.0
1280 1 8192 0.0001 16 0.2
10240 1 8192 0.0001 16 0.0
640 3 8192 0.001 512 0.0
1280 2 8192 3.162277660168379e-06 4 0.1
5120 3 8192 1e-05 4 0.25
163840 3 8192 3.1622776601683795e-05 4 0.2
1280 4 8192 3.1622776601683795e-05 512 0.25
40 3 8192 1e-07 512 0.0
1280 2 8192 3.1622776601683795e-05 1024 0.2
20480 2 8192 3.1622776601683795e-05 256 0.1
1280 2 8192 3.162277660168379e-06 4 0.0
1280 4 8192 1e-05 512 0.25
2560 2 8192 3.162277660168379e-06 8 0.25
5120 1 8192 0.001 16 0.0
40 2 8192 0.0001 16 0.25
10240 1 8192 1e-07 512 0.1
2560 5 8192 0.001 1024 0.1
10240 2 8192 0.0001 4 0.1
40 2 8192 0.001 8 0.0
640 4 8192 0.001 4 0.0
163840 3 8192 1e-05 4 0.25
20480 4 8192 1e-05 16 0.1
5120 4 8192 1e-05 512 0.2
5120 2 8192 0.0001 4 0.25
20480 5 8192 3.162277660168379e-06 4 0.25
163840 3 8192 0.0001 1024 0.2
20480 4 8192 1e-05 8 0.25
163840 3 8192 1e-05 16 0.2
640 4 8192 3.1622776601683795e-05 4 0.25
2560 3 8192 3.162277660168379e-06 256 0.2
163840 3 8192 0.001 256 0.25
640 1 8192 0.0001 512 0.1
163840 4 8192 3.162277660168379e-06 512 0.0
1280 3 8192 1e-07 256 0.2
20480 3 8192 0.0001 16 0.1
20480 1 8192 1e-07 1024 0.0
20480 5 8192 1e-07 16 0.0
10240 5 8192 0.001 512 0.0
2560 5 8192 0.001 16 0.2
640 1 8192 3.1622776601683795e-05 512 0.2
20480 4 8192 1e-05 256 0.0
640 4 8192 0.001 1024 0.2
1280 5 8192 0.0001 16 0.1
20480 3 8192 3.162277660168379e-06 4 0.25
2560 5 8192 1e-05 16 0.25
640 4 8192 1e-05 8 0.0
163840 2 8192 3.162277660168379e-06 16 0.2
20480 1 8192 1e-07 16 0.1
640 1 8192 1e-05 512 0.1
163840 2 8192 3.162277660168379e-06 256 0.1
5120 1 8192 1e-05 4 0.0
640 2 8192 0.0001 256 0.0
20480 3 8192 1e-07 256 0.0
5120 1 8192 3.162277660168379e-06 256 0.1
1280 5 8192 3.162277660168379e-06 8 0.2
20480 2 8192 0.0001 4 0.25
1280 1 8192 0.001 16 0.25
1280 4 8192 3.1622776601683795e-05 512 0.0
1280 5 8192 1e-05 1024 0.25
163840 2 8192 0.0001 1024 0.0
10240 3 8192 0.0001 1024 0.2
10240 3 8192 1e-07 512 0.2
2560 5 8192 3.1622776601683795e-05 8 0.0
5120 2 8192 3.162277660168379e-06 256 0.1
1280 1 8192 0.001 256 0.0
10240 3 8192 0.0001 8 0.2
2560 4 8192 1e-07 8 0.0
2560 3 8192 0.0001 16 0.1
40 5 8192 3.162277660168379e-06 256 0.0
2560 1 8192 0.001 8 0.25
163840 5 8192 0.0001 1024 0.2
40 1 8192 3.162277660168379e-06 1024 0.0
1280 5 8192 1e-05 16 0.0
1280 2 8192 3.1622776601683795e-05 512 0.0
20480 1 8192 3.162277660168379e-06 512 0.1
1280 1 8192 1e-05 1024 0.2
10240 4 8192 1e-07 256 0.25
5120 4 8192 0.0001 4 0.1
1280 2 8192 0.001 8 0.0
640 4 8192 0.0001 1024 0.0
10240 4 8192 1e-05 8 0.2
640 1 8192 0.0001 4 0.0
640 1 8192 0.0001 256 0.0
163840 5 8192 0.001 1024 0.25
1280 3 8192 0.0001 4 0.0
640 3 8192 3.1622776601683795e-05 8 0.25
20480 5 8192 1e-07 8 0.25
1280 3 8192 3.162277660168379e-06 256 0.25
640 3 8192 0.001 1024 0.1
40 1 8192 3.1622776601683795e-05 16 0.25
1280 4 8192 0.001 16 0.0
40 3 8192 1e-05 512 0.2
1280 2 8192 3.1622776601683795e-05 512 0.1
163840 1 8192 3.1622776601683795e-05 8 0.1
640 4 8192 1e-07 512 0.25
1280 4 8192 3.1622776601683795e-05 1024 0.25
163840 4 8192 0.0001 8 0.1
40 1 8192 0.0001 512 0.0
163840 1 8192 1e-05 4 0.0
10240 4 8192 3.162277660168379e-06 8 0.1
10240 2 8192 1e-07 1024 0.25
40 4 8192 1e-05 8 0.25
1280 1 8192 0.001 4 0.25
1280 4 8192 1e-07 1024 0.25
2560 3 8192 0.0001 512 0.2
640 4 8192 3.1622776601683795e-05 16 0.1
5120 1 8192 0.0001 16 0.25
20480 2 8192 1e-05 512 0.2
1280 1 8192 3.162277660168379e-06 16 0.25
40 3 8192 1e-07 512 0.1
640 1 8192 1e-07 8 0.25
10240 1 8192 3.162277660168379e-06 1024 0.0
163840 5 8192 1e-05 16 0.25
1280 5 8192 3.1622776601683795e-05 256 0.2
5120 2 8192 0.0001 16 0.2
5120 2 8192 0.001 16 0.0
1280 3 8192 0.0001 8 0.2
1280 5 8192 0.001 8 0.25
20480 5 8192 3.1622776601683795e-05 16 0.1
2560 4 8192 0.0001 512 0.2
10240 3 8192 0.0001 16 0.2
40 2 8192 0.001 256 0.0
2560 2 8192 1e-07 256 0.0
10240 5 8192 1e-05 8 0.2
2560 2 8192 1e-05 1024 0.2
10240 4 8192 0.0001 256 0.25
2560 4 8192 0.0001 512 0.25
1280 2 8192 1e-05 256 0.1
5120 3 8192 1e-07 256 0.2
1280 4 8192 3.162277660168379e-06 512 0.2
5120 1 8192 0.0001 1024 0.25
163840 3 8192 3.162277660168379e-06 256 0.1
5120 2 8192 3.1622776601683795e-05 4 0.2
40 1 8192 1e-05 256 0.25
40 3 8192 3.1622776601683795e-05 4 0.25
5120 3 8192 0.0001 8 0.0
