epochs hidden_layers neurons learning_rate batch_size dropout
20480 2 2048 1e-06 4 0.2
1280 5 512 0.001 4 0.0
10240 2 4096 0.0001 4 0.0
640 4 128 3.1622776601683795e-05 4 0.05
40 2 32 3.162277660168379e-06 4 0.15
40 6 64 1e-07 4 0.05
640 4 64 1e-07 4 0.05
5120 5 2048 1e-07 4 0.0
2560 2 4096 0.001 4 0.2
163840 3 64 0.0001 4 0.0
10240 4 512 1e-05 4 0.15
20480 6 128 3.1622776601683795e-05 4 0.0
10240 5 128 1e-05 4 0.05
5120 5 256 1e-05 4 0.0
5120 4 64 0.0001 4 0.1
20480 4 4096 0.0001 4 0.05
1280 5 256 0.001 4 0.05
2560 1 1024 3.162277660168379e-06 4 0.1
160 3 128 1e-07 4 0.2
10240 5 32 3.1622776601683795e-05 4 0.05
1280 5 4096 0.001 4 0.0
20480 5 2048 3.162277660168379e-06 4 0.2
40960 6 2048 1e-07 4 0.1
40960 2 32 1e-06 4 0.2
40960 1 2048 0.001 4 0.15
2560 4 512 0.001 4 0.2
163840 6 512 1e-05 4 0.05
640 4 64 3.162277660168379e-06 4 0.05
5120 3 1024 0.0001 4 0.1
2560 1 2048 1e-05 4 0.1
5120 6 256 1e-05 4 0.15
40 6 512 1e-06 4 0.2
1280 4 2048 3.1622776601683795e-05 4 0.2
5120 4 32 1e-06 4 0.15
40960 3 64 3.1622776601683795e-05 4 0.15
1280 4 64 3.1622776601683795e-05 4 0.05
20480 6 64 3.1622776601683795e-05 4 0.0
640 2 512 1e-05 4 0.2
160 4 2048 3.1622776601683795e-05 4 0.1
20480 3 64 3.162277660168379e-06 4 0.1
40960 3 256 0.001 4 0.2
163840 4 512 3.1622776601683795e-05 4 0.0
1280 6 4096 1e-07 4 0.1
40 2 1024 3.1622776601683795e-05 4 0.0
163840 1 64 1e-07 4 0.1
40 1 1024 0.001 4 0.05
40960 1 4096 3.1622776601683795e-05 4 0.1
40960 5 1024 0.001 4 0.15
1280 1 1024 1e-06 4 0.05
640 4 32 1e-07 4 0.15
5120 3 256 1e-06 4 0.05
40960 4 64 1e-07 4 0.0
640 1 512 3.1622776601683795e-05 4 0.2
2560 4 64 1e-06 4 0.15
20480 3 128 0.0001 4 0.0
160 2 64 1e-06 4 0.05
640 1 2048 0.001 4 0.05
5120 6 256 1e-06 4 0.2
40960 4 1024 3.1622776601683795e-05 4 0.05
40960 3 32 1e-05 4 0.2
2560 1 512 1e-06 4 0.1
2560 6 1024 1e-07 4 0.05
20480 4 128 3.162277660168379e-06 4 0.0
640 5 128 0.001 4 0.05
640 3 32 3.162277660168379e-06 4 0.0
1280 1 512 0.001 4 0.1
40960 2 4096 1e-05 4 0.1
163840 6 256 3.162277660168379e-06 4 0.15
2560 4 1024 0.0001 4 0.2
2560 5 512 1e-06 4 0.0
640 1 64 1e-05 4 0.15
640 4 32 1e-06 4 0.15
40 4 1024 1e-06 4 0.15
2560 4 128 0.0001 4 0.0
1280 5 32 3.1622776601683795e-05 4 0.2
20480 3 128 1e-05 4 0.15
163840 4 128 3.162277660168379e-06 4 0.2
5120 6 512 1e-06 4 0.0
163840 4 512 1e-06 4 0.05
163840 2 1024 1e-06 4 0.2
10240 4 256 0.001 4 0.2
20480 6 256 0.0001 4 0.15
2560 4 128 1e-06 4 0.0
2560 1 64 0.0001 4 0.1
10240 6 64 1e-06 4 0.05
2560 2 64 1e-07 4 0.2
640 3 512 1e-07 4 0.15
160 6 128 1e-05 4 0.15
163840 3 4096 3.162277660168379e-06 4 0.05
10240 3 128 1e-06 4 0.15
640 3 1024 3.1622776601683795e-05 4 0.15
160 2 512 0.0001 4 0.05
40 4 64 0.001 4 0.1
1280 5 512 1e-06 4 0.1
20480 5 256 1e-07 4 0.2
640 5 64 1e-06 4 0.05
40 3 1024 1e-06 4 0.05
160 4 256 3.162277660168379e-06 4 0.15
160 5 4096 3.162277660168379e-06 4 0.05
40 3 4096 0.0001 4 0.0
10240 4 2048 0.001 4 0.0
160 3 2048 1e-06 4 0.0
20480 3 128 3.1622776601683795e-05 4 0.2
5120 4 2048 0.0001 4 0.15
160 1 64 0.001 4 0.0
10240 2 4096 1e-06 4 0.05
640 5 128 3.162277660168379e-06 4 0.1
20480 1 4096 0.0001 4 0.1
5120 5 4096 1e-05 4 0.2
40 1 32 1e-05 4 0.05
163840 4 2048 1e-05 4 0.05
163840 2 64 0.001 4 0.2
640 2 128 3.1622776601683795e-05 4 0.05
163840 4 128 1e-06 4 0.0
163840 2 64 1e-07 4 0.0
640 4 64 3.1622776601683795e-05 4 0.1
5120 5 128 1e-05 4 0.0
160 2 32 1e-06 4 0.0
20480 3 64 0.001 4 0.2
160 2 512 1e-06 4 0.15
640 6 512 0.0001 4 0.15
20480 2 4096 3.162277660168379e-06 4 0.05
5120 3 4096 1e-07 4 0.15
5120 5 4096 1e-05 4 0.1
160 6 128 3.162277660168379e-06 4 0.15
40 2 512 3.1622776601683795e-05 4 0.2
160 5 4096 3.1622776601683795e-05 4 0.2
10240 1 1024 0.0001 4 0.15
2560 2 4096 0.001 4 0.15
163840 4 32 1e-05 4 0.15
20480 3 1024 0.001 4 0.0
20480 6 256 1e-06 4 0.0
5120 2 4096 0.001 4 0.05
163840 3 512 1e-05 4 0.05
640 4 512 0.001 4 0.2
20480 5 32 0.0001 4 0.1
10240 5 512 3.1622776601683795e-05 4 0.2
10240 3 2048 0.001 4 0.05
160 1 1024 1e-06 4 0.2
160 5 32 0.0001 4 0.0
640 5 1024 3.162277660168379e-06 4 0.1
40960 5 2048 0.001 4 0.0
5120 2 256 1e-06 4 0.05
20480 5 512 0.001 4 0.0
1280 3 256 3.162277660168379e-06 4 0.2
5120 2 64 0.001 4 0.0
2560 5 4096 0.0001 4 0.15
160 4 128 0.0001 4 0.0
1280 6 64 3.162277660168379e-06 4 0.0
40 2 2048 1e-06 4 0.0
2560 3 4096 1e-07 4 0.1
20480 5 32 1e-06 4 0.05
163840 5 64 0.0001 4 0.15
1280 2 64 1e-07 4 0.2
160 5 64 1e-06 4 0.05
10240 5 4096 0.001 4 0.2
640 6 512 1e-07 4 0.0
2560 4 1024 1e-05 4 0.2
40960 2 64 3.1622776601683795e-05 4 0.2
160 2 2048 0.001 4 0.0
640 6 1024 3.1622776601683795e-05 4 0.2
40960 3 64 3.162277660168379e-06 4 0.1
40 1 1024 1e-06 4 0.05
2560 1 2048 1e-06 4 0.05
40 3 64 3.1622776601683795e-05 4 0.1
640 4 32 3.1622776601683795e-05 4 0.15
40 6 4096 3.1622776601683795e-05 4 0.05
640 4 256 0.0001 4 0.05
10240 2 512 3.162277660168379e-06 4 0.05
163840 5 2048 1e-07 4 0.2
20480 4 64 1e-05 4 0.15
1280 5 512 3.1622776601683795e-05 4 0.05
20480 6 1024 1e-07 4 0.0
40 3 128 0.001 4 0.05
20480 4 2048 1e-07 4 0.0
2560 4 1024 0.0001 4 0.05
640 6 4096 3.162277660168379e-06 4 0.2
2560 1 512 0.001 4 0.2
40 4 32 1e-06 4 0.0
40960 5 1024 0.0001 4 0.1
163840 5 128 0.0001 4 0.05
2560 2 4096 0.0001 4 0.2
163840 4 128 3.1622776601683795e-05 4 0.0
160 3 512 1e-06 4 0.0
20480 5 64 0.001 4 0.05
40 5 256 0.001 4 0.0
1280 1 32 3.162277660168379e-06 4 0.0
40 4 128 3.1622776601683795e-05 4 0.1
640 3 256 1e-06 4 0.0
10240 3 1024 0.001 4 0.2
40 4 64 3.162277660168379e-06 4 0.05
20480 2 512 3.1622776601683795e-05 4 0.2
163840 2 128 3.1622776601683795e-05 4 0.0
160 3 256 1e-05 4 0.0
20480 6 64 1e-06 4 0.05
40 6 4096 1e-07 4 0.2
5120 2 256 0.001 4 0.05
163840 2 256 3.1622776601683795e-05 4 0.0
40 6 1024 1e-05 4 0.15
40 1 512 1e-07 4 0.1
20480 3 4096 1e-06 4 0.2
10240 2 128 1e-07 4 0.0
20480 5 4096 3.1622776601683795e-05 4 0.05
160 4 128 0.0001 4 0.1
5120 4 512 1e-05 4 0.1
640 5 4096 0.001 4 0.0
2560 1 512 0.0001 4 0.15
163840 3 128 3.162277660168379e-06 4 0.2
640 4 256 1e-05 4 0.1
20480 5 2048 0.0001 4 0.2
1280 5 256 3.162277660168379e-06 4 0.15
20480 6 4096 1e-05 4 0.1
640 3 256 3.162277660168379e-06 4 0.1
40 5 256 0.001 4 0.15
5120 5 512 1e-05 4 0.0
20480 6 64 1e-07 4 0.1
40960 5 1024 3.162277660168379e-06 4 0.2
163840 1 128 1e-07 4 0.0
10240 5 2048 0.0001 4 0.0
5120 3 64 0.001 4 0.2
20480 2 128 3.1622776601683795e-05 4 0.0
20480 1 256 0.0001 4 0.0
1280 5 32 3.1622776601683795e-05 4 0.0
2560 1 128 1e-06 4 0.05
40960 1 128 3.1622776601683795e-05 4 0.0
40960 5 4096 1e-07 4 0.0
640 1 1024 0.001 4 0.2
20480 6 128 0.0001 4 0.1
160 2 2048 1e-07 4 0.2
640 5 32 1e-07 4 0.1
163840 6 256 0.001 4 0.2
10240 3 64 0.0001 4 0.2
40960 4 4096 1e-07 4 0.05
10240 6 512 0.001 4 0.05
20480 6 128 3.162277660168379e-06 4 0.0
160 1 32 0.0001 4 0.0
640 4 4096 0.0001 4 0.1
40 1 2048 1e-05 4 0.05
1280 6 256 0.0001 4 0.2
5120 1 64 1e-05 4 0.15
40960 3 32 3.162277660168379e-06 4 0.0
20480 5 1024 3.1622776601683795e-05 4 0.15
20480 4 2048 3.162277660168379e-06 4 0.2
2560 1 512 1e-07 4 0.1
40960 2 512 1e-07 4 0.1
40960 3 128 3.162277660168379e-06 4 0.05
163840 6 2048 3.162277660168379e-06 4 0.05
40 3 64 0.001 4 0.0
5120 1 2048 1e-07 4 0.0
