epochs hidden_layers neurons learning_rate batch_size dropout
1280 2 2048 3.1622776601683795e-05 256 0.0
163840 1 256 0.001 1024 0.1
20480 1 512 3.1622776601683795e-05 256 0.0
1280 1 256 1e-07 256 0.25
40 2 32 3.162277660168379e-06 256 0.25
1280 1 256 0.001 256 0.0
163840 1 32 0.0001 1024 0.25
163840 5 256 1e-05 1024 0.1
40 4 2048 3.1622776601683795e-05 1024 0.25
20480 3 2048 1e-07 256 0.0
2560 4 256 0.001 256 0.25
5120 1 4096 3.1622776601683795e-05 1024 0.1
2560 4 4096 3.162277660168379e-06 1024 0.0
5120 2 2048 1e-07 1024 0.2
20480 3 256 1e-05 256 0.0
10240 5 512 0.0001 256 0.0
1280 4 2048 1e-07 1024 0.0
163840 3 2048 1e-07 1024 0.2
40 3 32 3.162277660168379e-06 256 0.1
10240 4 512 1e-05 256 0.0
163840 4 512 0.0001 1024 0.0
163840 5 2048 3.162277660168379e-06 256 0.25
20480 5 1024 3.162277660168379e-06 256 0.25
1280 3 256 1e-05 1024 0.2
2560 3 2048 1e-07 256 0.25
2560 4 1024 3.1622776601683795e-05 1024 0.0
40 5 256 0.0001 1024 0.25
5120 5 2048 0.001 1024 0.25
40 2 1024 1e-07 256 0.1
10240 4 1024 3.1622776601683795e-05 1024 0.25
10240 2 1024 0.0001 256 0.1
20480 2 2048 1e-07 256 0.1
10240 4 2048 3.162277660168379e-06 1024 0.2
10240 3 512 3.162277660168379e-06 256 0.2
40 3 1024 0.0001 1024 0.2
40 4 4096 1e-07 256 0.1
40 2 4096 0.0001 256 0.1
1280 1 256 1e-07 256 0.1
5120 1 32 0.001 1024 0.2
1280 1 32 0.0001 256 0.2
10240 1 2048 0.001 256 0.25
5120 4 32 0.001 1024 0.1
2560 4 32 1e-07 1024 0.2
163840 3 1024 3.162277660168379e-06 1024 0.0
5120 2 32 1e-07 1024 0.25
2560 1 2048 0.0001 256 0.0
5120 2 256 3.1622776601683795e-05 256 0.1
163840 3 512 1e-07 256 0.0
2560 3 4096 1e-07 1024 0.1
1280 2 256 1e-05 256 0.2
163840 2 4096 0.001 1024 0.25
1280 5 1024 3.1622776601683795e-05 256 0.0
5120 5 256 1e-07 256 0.0
5120 5 2048 1e-07 256 0.1
2560 5 4096 0.001 1024 0.0
1280 4 512 1e-05 256 0.2
10240 3 256 1e-05 256 0.0
2560 1 1024 1e-07 256 0.2
163840 3 32 3.162277660168379e-06 1024 0.25
20480 3 2048 3.162277660168379e-06 1024 0.25
2560 4 2048 3.1622776601683795e-05 1024 0.1
10240 4 2048 0.0001 256 0.1
40 3 32 3.162277660168379e-06 1024 0.25
2560 4 32 3.162277660168379e-06 1024 0.2
40 4 4096 3.162277660168379e-06 1024 0.2
10240 4 512 0.001 1024 0.0
5120 5 32 0.0001 256 0.25
2560 3 1024 3.1622776601683795e-05 256 0.1
5120 3 512 0.0001 256 0.1
20480 5 256 1e-07 1024 0.25
10240 2 4096 3.162277660168379e-06 1024 0.1
20480 2 4096 0.0001 256 0.25
5120 4 2048 3.1622776601683795e-05 1024 0.1
5120 4 2048 3.1622776601683795e-05 256 0.1
163840 1 2048 1e-07 1024 0.1
20480 3 1024 1e-05 1024 0.2
10240 2 256 3.162277660168379e-06 256 0.1
1280 1 2048 1e-05 256 0.0
40 4 256 0.001 256 0.25
5120 2 512 1e-05 1024 0.0
163840 3 512 3.162277660168379e-06 1024 0.1
2560 3 4096 0.0001 1024 0.25
1280 2 2048 0.001 1024 0.1
2560 1 1024 3.162277660168379e-06 256 0.2
5120 5 2048 3.162277660168379e-06 256 0.25
163840 5 1024 1e-07 1024 0.2
20480 5 512 0.0001 1024 0.1
20480 2 32 1e-05 1024 0.1
1280 3 256 3.1622776601683795e-05 1024 0.2
5120 2 2048 1e-05 1024 0.0
2560 1 1024 0.001 1024 0.0
1280 3 256 1e-07 256 0.25
2560 3 2048 0.001 256 0.0
20480 4 4096 3.1622776601683795e-05 1024 0.2
40 2 32 0.001 1024 0.0
163840 2 256 3.162277660168379e-06 256 0.2
163840 5 512 1e-05 256 0.2
